,negative,positive
defiant,2.51294159473206,4.507575551943847
defibril,2.5,0.0
defic,2.5,0.0
defici,6.4556962358128835,1.9124892893931982
defiinit,2.5,0.0
defil,12.5,0.0
defin,2.2922721671669812,5.048796621673774
definaet,0.0,2.5
definantley,0.0,2.5
definat,2.095903274289385,5.678873587267573
definatley,3.321928094887363,3.321928094887363
definet,1.6609640474436815,8.003922779651097
defini,0.0,15.0
defininat,0.0,2.5
definit,2.111301360442759,5.622980259743274
definitali,2.5,0.0
definitel,0.0,2.5
definitley,0.0,5.0
defint,7.5,0.0
defitn,2.5,0.0
deflat,4.212993519393615,2.6619559702796276
deflect,5.678873587267573,2.095903274289385
deflesh,2.5,0.0
deflow,1.8380053935977752,6.8433137786230045
defo,3.321928094887363,3.321928094887363
deforest,10.318851158516171,1.4306765580733931
deform,4.326404265174705,2.601678801266927
deforrest,3.321928094887363,3.321928094887363
defraud,1.6609640474436815,8.003922779651097
defray,0.0,2.5
defrock,0.0,10.0
defrost,3.321928094887363,3.321928094887363
deft,1.011117626881546,21.278151912712506
defunct,2.095903274289385,5.678873587267573
defus,14.937236057436325,1.1832946624549385
degen,1.4306765580733931,10.318851158516171
degener,4.621374188321436,2.46144516924528
deglamor,0.0,2.5
degrad,7.423983573584705,1.7420653825330148
degrassi,3.321928094887363,3.321928094887363
degre,3.7037618400893266,2.9899500201710225
dehaven,5.678873587267573,2.095903274289385
dehavilland,1.6609640474436815,8.003922779651097
dehl,2.095903274289385,5.678873587267573
dehuman,2.2363458328106818,5.211440485380426
dehumanis,0.0,7.5
dehydr,3.321928094887363,3.321928094887363
deidr,0.0,2.5
deifi,3.321928094887363,3.321928094887363
deign,6.8433137786230045,1.8380053935977752
deird,0.0,2.5
deirdr,0.0,5.0
deither,0.0,2.5
deitrich,0.0,2.5
deja,3.321928094887363,3.321928094887363
dejavu,5.0,0.0
deject,2.6301168673979136,4.271985235273362
dekalog,0.0,2.5
deke,0.0,2.5
dekh,2.5,0.0
dekhn,0.0,2.5
dekho,0.0,2.5
deklerk,0.0,2.5
deknight,0.0,5.0
dekot,5.0,0.0
del,5.386869421779831,2.1803695489250283
delacroix,0.0,5.0
delamer,2.5,0.0
delanci,0.0,2.5
delani,0.0,7.5
delapid,1.6609640474436815,8.003922779651097
delar,0.0,2.5
delay,2.697847133434005,4.148825575958425
delbert,0.0,2.5
delboy,10.0,0.0
delect,1.8929578624225243,6.552643539533589
deleg,1.8380053935977752,6.8433137786230045
delenn,5.0,0.0
deleru,0.0,5.0
delet,3.8635052066067583,2.8754355631632897
deleteri,0.0,2.5
deleuis,0.0,2.5
delhi,2.095903274289385,5.678873587267573
deli,2.51294159473206,4.507575551943847
delia,37.5,0.0
deliber,2.6531630842397376,4.229086156750019
deliberet,2.5,0.0
delic,1.4614610937228045,9.933429939036653
delicatesen,2.5,0.0
delicatessen,8.003922779651097,1.6609640474436815
delici,1.3741691680006507,11.109618262414703
delig,0.0,2.5
deligh,0.0,2.5
delight,1.254592024066291,13.24607413432392
delightfu,0.0,2.5
delin,1.142777130968,16.09064652879228
delinda,5.0,0.0
delinko,0.0,2.5
delinqu,12.62925313651334,1.285097208938469
deliri,1.503506770753558,9.451462970328532
deliv,3.387528688434954,3.2579778767522938
deliver,0.0,25.0
deliveri,0.0,2.5
deliveryman,0.0,2.5
dell,1.4306765580733931,10.318851158516171
della,9.162168319362612,1.530895350152348
dellamort,2.5,0.0
delli,0.0,2.5
delmar,8.003922779651097,1.6609640474436815
deloisell,0.0,2.5
delon,1.285097208938469,12.62925313651334
delor,10.318851158516171,1.4306765580733931
delorean,2.5,0.0
delous,0.0,2.5
delpi,1.285097208938469,12.62925313651334
delroy,1.4306765580733931,10.318851158516171
delta,9.393611305432481,1.5088467494420437
deltoro,2.5,0.0
delud,3.871796827380109,2.869813941784957
delug,5.0,0.0
deluis,0.0,2.5
delus,2.5,0.0
delusion,3.1670299264723965,3.486877318797519
delux,1.9124892893931982,6.4556962358128835
delv,2.3643888371127337,4.8556410435182995
delvian,0.0,2.5
dem,3.321928094887363,3.321928094887363
demagog,5.678873587267573,2.095903274289385
demand,2.665914855373731,4.20579664132275
demarc,0.0,2.5
demarco,0.0,2.5
demateri,0.0,2.5
demean,6.714157558698096,1.8617841794768077
demeanor,3.321928094887363,3.321928094887363
demeanour,0.0,7.5
dement,3.1939238071373746,3.4567198850439387
dementi,2.5,0.0
dementia,2.5,0.0
demerill,2.5,0.0
demerit,5.678873587267573,2.095903274289385
demet,2.5,0.0
demetrius,0.0,2.5
demi,6.0675838318038835,1.997593496840355
demian,8.003922779651097,1.6609640474436815
demigod,0.0,2.5
demill,1.285097208938469,12.62925313651334
demis,4.899079389427794,2.3475901497877913
demm,1.530895350152348,9.162168319362612
demo,2.51294159473206,4.507575551943847
demob,0.0,2.5
demobil,0.0,5.0
democraci,0.0,2.5
democrat,2.646412606099022,4.241542903638603
demograph,5.512068624180378,2.142906945354647
demoisell,0.0,2.5
demolish,2.375266937820885,4.827990927155451
demolit,2.5,0.0
demon,5.233727405272131,2.2289948153838415
demond,0.0,2.5
demongeot,5.0,0.0
demoniac,3.321928094887363,3.321928094887363
demonian,0.0,2.5
demonico,2.5,0.0
demonicus,7.5,0.0
demonis,2.095903274289385,5.678873587267573
demonoid,0.0,2.5
demonologist,2.5,0.0
demonstr,2.5408104771149143,4.448731381290157
demor,2.8394367936337863,3.9173823267621817
demoralis,5.678873587267573,2.095903274289385
demornay,7.5,0.0
demostr,5.678873587267573,2.095903274289385
demot,1.6609640474436815,8.003922779651097
demotiv,5.0,0.0
dempster,0.0,2.5
demunn,0.0,2.5
demur,2.095903274289385,5.678873587267573
demystif,2.5,0.0
demystifi,1.6609640474436815,8.003922779651097
demytholog,0.0,2.5
den,2.464478569706518,4.61448067488429
denard,0.0,2.5
denat,0.0,2.5
denatur,0.0,2.5
denbi,0.0,2.5
dench,0.0,15.0
deneg,2.5,0.0
denehey,2.5,0.0
denemark,0.0,2.5
deneuv,1.530895350152348,9.162168319362612
denevu,2.5,0.0
dengler,0.0,7.5
denham,2.5,0.0
denholm,1.142777130968,16.09064652879228
deni,2.3686818013029463,4.844684749750127
deniabl,0.0,2.5
denial,1.8041188445325964,7.036962827935077
denic,2.5,0.0
denier,3.321928094887363,3.321928094887363
denigh,2.5,0.0
denigr,3.0010682689456636,3.689127928018137
denigrati,0.0,2.5
denim,10.318851158516171,1.4306765580733931
deniro,1.8380053935977752,6.8433137786230045
denis,3.321928094887363,3.321928094887363
denistoun,0.0,5.0
deniz,8.003922779651097,1.6609640474436815
denmark,5.678873587267573,2.095903274289385
dennehi,0.0,5.0
denni,2.3729233995893497,4.833916452095426
denomin,0.0,5.0
denot,2.8394367936337863,3.9173823267621817
denouement,5.678873587267573,2.095903274289385
denounc,1.9124892893931982,6.4556962358128835
dens,3.88252561666981,2.862584423711073
denser,3.321928094887363,3.321928094887363
densest,0.0,2.5
dent,5.678873587267573,2.095903274289385
dental,2.3653881696150787,4.853085398540421
dentelli,0.0,2.5
dentist,2.6301168673979136,4.271985235273362
denton,3.321928094887363,3.321928094887363
denud,3.321928094887363,3.321928094887363
denuev,2.5,0.0
denver,1.6609640474436815,8.003922779651097
denzel,2.053421785246702,5.839799481340782
denzil,0.0,5.0
deo,0.0,2.5
deodato,5.0,0.0
deodor,3.321928094887363,3.321928094887363
deol,1.1832946624549385,14.937236057436325
deosnt,2.5,0.0
depalm,2.5,0.0
depalma,2.51294159473206,4.507575551943847
depardeiux,0.0,2.5
depardieu,1.997593496840355,6.0675838318038835
depardieux,0.0,2.5
depardu,0.0,2.5
deparidieu,2.5,0.0
depart,2.116733027801727,5.603559621605483
departur,0.0,2.5
depend,2.5322903220374364,4.466525066625488
deperson,3.321928094887363,3.321928094887363
depict,2.3578775010245203,4.872370550707934
deplet,2.717562737549928,4.1145820804822515
deplict,0.0,2.5
deplor,4.62516543999653,2.4597814635015047
deploy,3.5058721616899073,3.150396013176948
depolar,0.0,5.0
depopul,0.0,5.0
deport,2.51294159473206,4.507575551943847
depos,1.9535700439406751,6.261707715779571
deposit,3.6204807592266683,3.054750901711627
depp,10.0,0.0
deprav,3.719611071037446,2.978033117136071
deprec,3.12173046672301,3.5392393166248803
depreci,10.0,0.0
depress,3.6933682693619514,2.997835152816518
depric,0.0,2.5
depriv,3.2330806575070006,3.4139934178947358
deprogram,2.095903274289385,5.678873587267573
depsit,3.321928094887363,3.321928094887363
dept,2.095903274289385,5.678873587267573
depth,2.3934481548946853,4.7825947414034
depui,0.0,5.0
deput,0.0,5.0
deputi,3.7556162037993324,2.9514322065841454
der,1.3755182252363891,11.08934760734396
derail,3.12173046672301,3.5392393166248803
deran,0.0,2.5
derang,3.4139934178947358,3.2330806575070006
deranger,0.0,2.5
derat,0.0,2.5
dere,2.5,0.0
derek,4.227042814831259,2.6542750272617597
derelict,5.678873587267573,2.095903274289385
derick,2.5,0.0
derid,2.095903274289385,5.678873587267573
derigu,2.5,0.0
deris,6.261707715779571,1.9535700439406751
derisori,2.095903274289385,5.678873587267573
derit,2.5,0.0
deriv,4.430576259088866,2.5495885463275663
derivi,0.0,2.5
derivit,2.5,0.0
derleth,2.5,0.0
derm,0.0,2.5
dermal,2.5,0.0
dermatonecrot,0.0,2.5
dermot,4.1145820804822515,2.717562737549928
dern,1.750114544589791,7.371228218071931
dernier,3.321928094887363,3.321928094887363
derogatori,1.6609640474436815,8.003922779651097
derogatorili,2.5,0.0
derout,0.0,2.5
derri,2.095903274289385,5.678873587267573
derrick,3.321928094887363,3.321928094887363
dervill,0.0,5.0
dervish,0.0,5.0
des,2.51294159473206,4.507575551943847
desad,10.0,0.0
desai,1.6609640474436815,8.003922779651097
desatur,1.8380053935977752,6.8433137786230045
desc,2.5,0.0
descend,4.545521803582733,2.4954276973514626
descendeth,2.5,0.0
descent,9.856330114925235,1.4679087893334213
deschanel,2.5,0.0
descib,5.0,0.0
descov,0.0,2.5
describ,3.3873872109601626,3.258112332559415
descrip,2.5,0.0
descript,2.8046767821586527,3.9712170478272815
desd,0.0,2.5
desdemona,0.0,25.0
desdimona,0.0,2.5
dese,3.321928094887363,3.321928094887363
desecr,4.507575551943847,2.51294159473206
desegreg,2.5,0.0
desenex,2.5,0.0
desensit,2.51294159473206,4.507575551943847
desensitis,2.095903274289385,5.678873587267573
desenst,2.5,0.0
desent,2.5,0.0
deser,3.321928094887363,3.321928094887363
desert,3.7940929928963354,2.92370645883882
deserv,2.9183367665357003,3.801659936651405
deservin,0.0,2.5
desh,3.321928094887363,3.321928094887363
desi,1.9796101017878516,6.14525046121494
desicc,0.0,5.0
desid,2.5,0.0
desig,5.678873587267573,2.095903274289385
design,3.7234203413713374,2.975188059933328
desintegr,2.5,0.0
desir,3.1240920440213906,3.536459570536407
desire,7.5,0.0
desist,2.5,0.0
desk,3.321928094887363,3.321928094887363
deskbound,0.0,2.5
desktop,2.5,0.0
desmond,0.0,12.5
desmoulin,0.0,5.0
desni,0.0,2.5
desol,1.6248961310502152,8.293666715508758
desoto,0.0,2.5
despair,1.4306765580733931,10.318851158516171
despar,0.0,7.5
despatch,2.5,0.0
desper,3.852924720569918,2.8826529485681585
desperado,5.678873587267573,2.095903274289385
desperat,5.678873587267573,2.095903274289385
despi,5.0,0.0
despic,3.5649565390031293,3.100105441058197
despict,3.321928094887363,3.321928094887363
despir,2.5,0.0
despis,4.143223092160816,2.7010454229560144
despit,0.0,2.5
desplat,0.0,5.0
desplechin,7.5,0.0
despoil,0.0,2.5
despond,2.095903274289385,5.678873587267573
despot,3.321928094887363,3.321928094887363
despotovich,0.0,2.5
desprat,2.5,0.0
dessert,3.321928094887363,3.321928094887363
dessi,2.5,0.0
dessic,1.6609640474436815,8.003922779651097
dest,0.0,2.5
destab,0.0,2.5
destabil,0.0,7.5
destabilis,5.0,0.0
desthpic,0.0,2.5
destin,2.6554997093195287,4.22479508257339
destini,1.7479560382457717,7.38529690691484
destitut,4.899079389427794,2.3475901497877913
destr,2.5,0.0
destroy,4.64195373657948,2.452453120516863
destruct,2.490386281269049,4.556586904555751
destructivist,2.5,0.0
desu,0.0,2.5
desultori,2.095903274289385,5.678873587267573
det,1.4947531601505835,9.547874667292193
detach,2.785345075685467,4.0019613898255475
detail,2.116072380961965,5.605913607195318
detain,1.388581658628238,10.896762903258734
detec,2.5,0.0
detect,2.54582245555384,4.438343561969697
detent,5.0,0.0
deter,1.8151868625632441,6.972424089804384
deterct,0.0,2.5
deterior,4.725237270919928,2.417010285001901
determin,2.422672675258185,4.7116944136277485
determinist,3.321928094887363,3.321928094887363
deterr,3.321928094887363,3.321928094887363
detest,3.5495627518563655,3.113001502350679
deth,10.318851158516171,1.4306765580733931
dethaw,0.0,2.5
dethman,2.5,0.0
dethron,2.51294159473206,4.507575551943847
detlef,0.0,2.5
deton,4.1145820804822515,2.717562737549928
detour,2.095903274289385,5.678873587267573
detox,2.5,0.0
detoxifi,0.0,2.5
detract,1.6465669381015895,8.11700994305525
detriment,4.507575551943847,2.51294159473206
detroit,2.9899500201710225,3.7037618400893266
deuc,4.507575551943847,2.51294159473206
deull,0.0,2.5
deunan,0.0,2.5
deus,3.9173823267621817,2.8394367936337863
deutsch,0.0,2.5
deutschen,0.0,2.5
deux,5.678873587267573,2.095903274289385
dev,0.768621786840241,44.89056748035494
devalu,1.6609640474436815,8.003922779651097
devast,1.8415690461862027,6.823615015205847
devasti,0.0,2.5
devat,0.0,2.5
devda,0.0,7.5
develop,2.953943873573488,3.7521789856547154
development,4.507575551943847,2.51294159473206
deven,0.0,10.0
dever,15.0,0.0
deveraux,7.5,0.0
deverel,0.0,2.5
devest,3.321928094887363,3.321928094887363
devgan,19.549378059091087,1.0479516371446924
devi,0.0,7.5
devian,0.0,7.5
deviant,2.8836103946155047,3.851526570091436
deviat,4.271985235273362,2.6301168673979136
devic,4.507575551943847,2.51294159473206
devil,4.72278705188449,2.418031896659332
devilish,2.2183164275718488,5.266496755520256
devill,0.0,5.0
devilri,2.5,0.0
devin,4.1145820804822515,2.717562737549928
devincenti,2.5,0.0
devinn,0.0,2.5
devious,2.639101975915442,4.255134536315104
devirgin,2.5,0.0
devis,3.321928094887363,3.321928094887363
devito,0.9602525677891276,24.15885792809679
devlop,2.5,0.0
devo,1.4306765580733931,10.318851158516171
devoid,7.230516925979993,1.7721967586109773
devolv,5.938086056808406,2.028745201894865
devon,5.678873587267573,2.095903274289385
devot,2.5950375316654903,4.339356391946547
devote,0.0,7.5
devour,4.7912056229871025,2.389968283752412
devout,2.785345075685467,4.0019613898255475
devra,0.0,2.5
dew,0.0,5.0
dewaer,1.530895350152348,9.162168319362612
dewam,0.0,2.5
dewey,3.321928094887363,3.321928094887363
dewi,3.321928094887363,3.321928094887363
dewitt,0.0,7.5
dex,5.0,0.0
dexter,1.9124892893931982,6.4556962358128835
dey,0.0,7.5
dezel,0.0,2.5
dezita,2.5,0.0
dezmo,0.0,2.5
df,2.5,0.0
dfi,0.0,2.5
dfx,2.5,0.0
dh,5.0,0.0
dhanno,2.5,0.0
dharani,0.0,2.5
dharma,3.321928094887363,3.321928094887363
dhawan,3.321928094887363,3.321928094887363
dhia,0.0,2.5
dhileepan,0.0,2.5
dhishhum,2.5,0.0
dhl,2.5,0.0
dholi,0.0,2.5
dhoom,2.5,0.0
di,4.360399754477946,2.584349121341731
dia,2.095903274289385,5.678873587267573
diabet,5.289431441108701,2.2109333391015227
diablo,2.5,0.0
diabo,3.321928094887363,3.321928094887363
diabol,4.469615461530866,2.530818848246192
diaboliqu,2.5,0.0
diaget,2.095903274289385,5.678873587267573
diagnos,2.375266937820885,4.827990927155451
diagnosi,0.0,2.5
diagnosis,0.0,2.5
diagon,3.321928094887363,3.321928094887363
diagram,2.5,0.0
diahann,0.0,5.0
diahnn,0.0,2.5
dial,10.979302227643677,1.3829275414493216
dialect,2.095903274289385,5.678873587267573
diall,0.0,2.5
dialo,0.0,2.5
dialog,4.759403891312766,2.4028940718891785
dialogu,3.719611071037446,2.978033117136071
dialoug,5.0,0.0
diamant,0.0,2.5
diamantino,0.0,2.5
diamantopoulo,0.0,2.5
diametr,1.5702972679322118,8.776290847640777
diamnd,2.5,0.0
diamond,3.798794064681797,2.9203673004336506
diamondback,2.5,0.0
diamont,2.5,0.0
diamontopol,0.0,2.5
dian,3.0212099296053805,3.662986595046085
diana,1.8648272270144033,6.6980096694547075
dianet,2.5,0.0
diann,2.6301168673979136,4.271985235273362
diaper,2.717562737549928,4.1145820804822515
diaphan,2.095903274289385,5.678873587267573
diappoint,0.0,2.5
diari,1.7057111797877027,7.672608653514963
diarrhea,0.0,2.5
diarrhoeic,2.5,0.0
diatrib,17.243773525740824,1.1073093649624544
diaz,8.003922779651097,1.6609640474436815
dibello,2.5,0.0
dibias,8.003922779651097,1.6609640474436815
dic,7.5,0.0
dicamillo,2.5,0.0
dicaprio,3.321928094887363,3.321928094887363
dice,5.010714036395447,2.305977577770878
dicey,2.095903274289385,5.678873587267573
dichen,5.0,0.0
dichotomi,0.0,2.5
dicid,2.5,0.0
dick,2.8745083656316814,3.864869722342768
dicken,2.5642927228407246,4.400560461481861
dickensian,1.1832946624549385,14.937236057436325
dicker,2.5,0.0
dickey,0.9602525677891276,24.15885792809679
dicki,4.507575551943847,2.51294159473206
dickian,2.5,0.0
dickinson,3.321928094887363,3.321928094887363
dickish,2.5,0.0
dickman,5.0,0.0
dickson,1.1073093649624544,17.243773525740824
dicov,0.0,2.5
dictat,3.0134646747623317,3.6729832379218963
dictatori,2.3475901497877913,4.899079389427794
dictatorship,4.507575551943847,2.51294159473206
dictionari,8.003922779651097,1.6609640474436815
dicul,5.0,0.0
did,4.2289837702468205,2.6532187696279297
didact,2.869813941784957,3.871796827380109
didd,0.0,2.5
diddi,3.321928094887363,3.321928094887363
diddl,3.321928094887363,3.321928094887363
didn,5.159425579258086,2.2537877759719245
didnt,3.9485548495423557,2.8191658368867367
die,3.656948682385388,3.025914060614827
diedrich,0.0,2.5
dieget,1.4306765580733931,10.318851158516171
diego,0.8977117175026231,28.766956540068726
diehard,5.678873587267573,2.095903274289385
diehl,5.678873587267573,2.095903274289385
dien,15.0,0.0
dierdr,2.5,0.0
diesel,1.1073093649624544,17.243773525740824
diet,3.662986595046085,3.0212099296053805
dietari,5.678873587267573,2.095903274289385
dieter,1.285097208938469,12.62925313651334
dietet,3.321928094887363,3.321928094887363
diether,0.0,2.5
dietrich,2.978033117136071,3.719611071037446
dietrichson,2.5,0.0
dif,2.5,0.0
difer,2.095903274289385,5.678873587267573
diff,1.6609640474436815,8.003922779651097
differ,2.308024233610223,5.005084382300111
differenti,3.9568651667890395,2.813828723443679
differentl,0.0,2.5
difficu,0.0,2.5
difficul,0.0,2.5
difficult,2.6530801864311218,4.229238588836624
difficulti,3.321928094887363,3.321928094887363
difficut,0.0,2.5
diffid,0.0,17.5
diffr,0.0,5.0
diffrent,2.5,0.0
diffus,7.423983573584705,1.7420653825330148
diffusion,0.0,2.5
difranco,2.5,0.0
dig,3.3055120859266287,3.3384508089518734
digart,0.0,2.5
diger,0.0,5.0
digest,3.321928094887363,3.321928094887363
digg,0.0,7.5
digga,0.0,2.5
digger,0.0,2.5
diggstown,2.5,0.0
digi,0.0,10.0
digicam,2.5,0.0
digicorp,0.0,17.5
digimon,0.0,2.5
digisoft,0.0,7.5
digit,3.4488170811242207,3.2010718759106296
digitis,3.321928094887363,3.321928094887363
digiulio,2.5,0.0
digiview,0.0,2.5
dignifi,1.9611159033708805,6.227460761428493
dignitari,3.321928094887363,3.321928094887363
digniti,3.321928094887363,3.321928094887363
digress,6.610797698940938,1.8815421796317378
digust,5.0,0.0
dil,3.321928094887363,3.321928094887363
dilapid,2.869813941784957,3.871796827380109
dilat,0.0,2.5
dilatori,2.5,0.0
dildo,5.678873587267573,2.095903274289385
dilemma,2.2363458328106818,5.211440485380426
dilettant,3.321928094887363,3.321928094887363
dilettantish,7.5,0.0
dilig,2.6301168673979136,4.271985235273362
dill,2.5,0.0
dillan,0.0,5.0
dilli,5.289431441108701,2.2109333391015227
dilling,5.0,0.0
dillman,0.0,2.5
dillon,5.678873587267573,2.095903274289385
dillut,2.5,0.0
dillyd,2.5,0.0
dilud,2.5,0.0
dilut,3.113001502350679,3.5495627518563655
dilwal,3.321928094887363,3.321928094887363
dim,4.899079389427794,2.3475901497877913
dimaggio,0.0,2.5
dime,2.717562737549928,4.1145820804822515
dimens,2.5,0.0
dimension,6.256731925747183,1.9546607262693187
diment,3.321928094887363,3.321928094887363
dimini,0.0,2.5
diminish,2.4622385719550492,4.619568785355402
diminut,3.321928094887363,3.321928094887363
dimitri,2.5,0.0
dimitru,7.5,0.0
dimmest,2.5,0.0
dimpl,5.678873587267573,2.095903274289385
dimtri,2.5,0.0
dimwit,4.170831608277665,2.68538628536236
din,1.2474546526209354,13.398787608311364
dinaggio,0.0,2.5
dinah,1.4306765580733931,10.318851158516171
dinamo,2.5,0.0
dind,0.0,2.5
dine,4.417031807795269,2.556193922867228
dinehart,0.0,5.0
dinelli,1.6609640474436815,8.003922779651097
diner,8.003922779651097,1.6609640474436815
dinesen,0.0,5.0
ding,2.2537877759719245,5.159425579258086
dingal,3.321928094887363,3.321928094887363
dingbat,0.0,2.5
dingi,3.054750901711627,3.6204807592266683
dingiest,0.0,2.5
dingili,0.0,2.5
dingman,3.321928094887363,3.321928094887363
dingo,2.095903274289385,5.678873587267573
dinicu,0.0,2.5
dink,3.321928094887363,3.321928094887363
dinka,0.0,7.5
dinki,5.0,0.0
dinner,2.7419866599265115,4.0731095829115755
dino,6.8433137786230045,1.8380053935977752
dinocrap,2.5,0.0
dinosaur,6.0471413248030945,2.002412308387402
dinosuar,0.0,2.5
dinsdal,0.0,2.5
dinsmor,0.0,5.0
dint,5.678873587267573,2.095903274289385
dintr,0.0,2.5
dio,0.0,7.5
diomed,0.0,2.5
dionn,5.0,0.0
dionysian,0.0,2.5
diora,0.0,2.5
dioz,0.0,2.5
dip,4.293426953121329,2.6188075139523037
diplomaci,2.5,0.0
diplomat,1.6609640474436815,8.003922779651097
dipper,0.0,2.5
dippi,6.8433137786230045,1.8380053935977752
dipstick,0.0,5.0
dir,4.742632390555292,2.4097933153777453
dire,9.162168319362612,1.530895350152348
direct,3.2918804610534993,3.3523351638545065
directionless,2.095903274289385,5.678873587267573
directivo,2.5,0.0
director,5.0,0.0
directori,2.768805225188043,4.028737967142495
directv,0.0,5.0
direst,0.0,2.5
diri,0.0,2.5
dirig,2.5,0.0
dirk,0.9727354664740451,23.39072927508095
dirt,8.003922779651097,1.6609640474436815
dirtbag,2.5,0.0
dirti,2.6944351231715666,4.154822940634676
dirtier,3.321928094887363,3.321928094887363
dirtiest,0.0,15.0
dis,4.429109033453578,2.550301736963706
disa,0.0,2.5
disabl,2.6208912804494204,4.289456652330785
disabus,1.4306765580733931,10.318851158516171
disadvantag,2.51294159473206,4.507575551943847
disaffect,2.51294159473206,4.507575551943847
disag,0.0,2.5
disagr,2.095903274289385,5.678873587267573
disagre,2.2914848443126066,5.051004808102769
disallow,3.321928094887363,3.321928094887363
disant,0.0,2.5
disapear,2.5,0.0
disapoint,6.8433137786230045,1.8380053935977752
disappear,4.050039804797071,2.7558397840423496
disappo,3.321928094887363,3.321928094887363
disappoi,0.0,2.5
disappoin,3.321928094887363,3.321928094887363
disappoint,5.321229957247892,2.2008177534794053
disappointi,2.5,0.0
disappointin,5.0,0.0
disapprov,3.0212099296053805,3.662986595046085
disarm,2.095903274289385,5.678873587267573
disarma,0.0,2.5
disassembl,10.0,0.0
disassoci,3.321928094887363,3.321928094887363
disast,7.540024413314111,1.7247814630066518
disastar,2.5,0.0
disaster,2.5,0.0
disastr,4.417031807795269,2.556193922867228
disatisfi,0.0,2.5
disavow,2.3475901497877913,4.899079389427794
disband,2.095903274289385,5.678873587267573
disbar,7.5,0.0
disbelief,3.321928094887363,3.321928094887363
disbeliev,14.937236057436325,1.1832946624549385
disburs,3.321928094887363,3.321928094887363
disc,1.5473560892509972,8.996814505949024
discard,3.481388534756018,3.171880042295375
discern,5.849608231209717,2.050917352329539
discharg,2.785345075685467,4.0019613898255475
discipl,3.321928094887363,3.321928094887363
disciplin,2.8836103946155047,3.851526570091436
disciplinari,3.321928094887363,3.321928094887363
disciplinarian,1.6609640474436815,8.003922779651097
discirn,2.5,0.0
disclaim,3.798794064681797,2.9203673004336506
disclos,1.9611159033708805,6.227460761428493
disclosur,2.5,0.0
disco,3.481388534756018,3.171880042295375
discolor,3.321928094887363,3.321928094887363
discombobul,3.321928094887363,3.321928094887363
discomfit,2.51294159473206,4.507575551943847
discomfort,2.9203673004336506,3.798794064681797
disconcert,3.137168659354725,3.5211682165513474
disconfort,0.0,2.5
disconnect,8.613759337742495,1.5879785755231208
discont,1.4306765580733931,10.318851158516171
disconti,0.0,2.5
discontinu,6.4556962358128835,1.9124892893931982
discord,1.6609640474436815,8.003922779651097
discount,4.598040575429562,2.471756550578161
discourag,2.8754355631632897,3.8635052066067583
discours,2.5,0.0
discov,2.4819206752926104,4.575313052931448
discoverd,0.0,2.5
discoveri,6.4556962358128835,1.9124892893931982
discredit,6.116128207694194,1.9862938042850946
discreet,3.103476471903321,3.5609161165707097
discret,1.4306765580733931,10.318851158516171
discretionari,3.321928094887363,3.321928094887363
discrib,0.0,2.5
discrimin,5.159425579258086,2.2537877759719245
discriminatori,0.0,2.5
discruntl,2.5,0.0
discurs,0.0,7.5
discus,5.678873587267573,2.095903274289385
discuss,2.5248186721431503,4.482270384912572
discust,5.0,0.0
disdain,1.8815421796317378,6.610797698940938
diseas,4.0019613898255475,2.785345075685467
disect,5.0,0.0
disembodi,5.678873587267573,2.095903274289385
disembovl,0.0,2.5
disembowel,4.507575551943847,2.51294159473206
disench,1.7420653825330148,7.423983573584705
disenchant,0.0,2.5
disenfranchis,2.4097933153777453,4.742632390555292
disengag,3.798794064681797,2.9203673004336506
disengorg,2.5,0.0
disentangl,5.0,0.0
disentertain,0.0,2.5
disey,0.0,2.5
disfigur,4.456408641369478,2.5371243473452254
disfunct,3.321928094887363,3.321928094887363
disgard,2.5,0.0
disgorg,2.5,0.0
disgrac,8.776290847640777,1.5702972679322118
disgruntl,4.078766226029146,2.738619360499461
disguis,4.1145820804822515,2.717562737549928
disgus,0.0,2.5
disgust,6.34672984083813,1.9352246865503837
dish,3.8326985321067166,2.8965889517876375
disharmoni,2.095903274289385,5.678873587267573
dishearten,4.271985235273362,2.6301168673979136
dishevel,2.6301168673979136,4.271985235273362
dishi,0.0,7.5
dishonest,3.6204807592266683,3.054750901711627
dishonesti,3.321928094887363,3.321928094887363
dishonor,3.798794064681797,2.9203673004336506
dishonour,5.0,0.0
dishwash,5.0,0.0
dishwat,7.5,0.0
disillus,2.2761793375349226,5.094382474196232
disillusion,2.51294159473206,4.507575551943847
disinclin,2.5,0.0
disinfect,3.321928094887363,3.321928094887363
disingeni,0.0,2.5
disingenu,6.14525046121494,1.9796101017878516
disinherit,3.321928094887363,3.321928094887363
disint,2.5,0.0
disintegr,3.983174740056994,2.79711398107686
disinterest,6.737644042848348,1.857386480189355
disinvit,0.0,2.5
disjoin,0.0,2.5
disjoint,9.925228086789106,1.4621422153878467
disjunct,2.5,0.0
disk,5.678873587267573,2.095903274289385
diskant,0.0,2.5
dislex,2.5,0.0
dislik,4.186165670860539,2.6767980774787876
disloc,5.678873587267573,2.095903274289385
dislodg,17.243773525740824,1.1073093649624544
disloy,0.0,2.5
dismal,9.033562598891862,1.5436446652915492
dismantl,1.3506893502198491,11.474446170085354
dismay,2.3475901497877913,4.899079389427794
dismemb,4.899079389427794,2.3475901497877913
dismember,2.51294159473206,4.507575551943847
dismiss,1.8415690461862027,6.823615015205847
dismount,0.0,2.5
