,negative,neutral,positive
coil,0.0,2.095903274289385,5.678873587267573
coincident,0.0,0.0,2.5
coinstar,0.0,10.0,0.0
cold,0.0,2.8394367936337863,3.9173823267621817
collaps,0.0,1.9535700439406751,6.261707715779571
collect,4.0019613898255475,1.6609640474436815,1.3755182252363891
color,0.0,0.0,62.5
colour,0.0,0.0,57.5
com,0.0,0.0,5.0
combat,0.0,0.0,2.5
combin,2.8394367936337863,0.0,3.9173823267621817
combo,0.0,1.8380053935977752,6.8433137786230045
come,1.4184986405335094,1.6140994320818902,4.003287322646734
comfi,0.0,0.0,10.0
comfort,0.9455913175422599,1.5833542879858158,5.943973816955279
comic,0.0,0.0,2.5
commend,0.0,0.0,2.5
comment,0.0,1.7420653825330148,7.423983573584705
common,0.0,1.388581658628238,10.896762903258734
comp,0.0,0.0,2.5
compact,0.0,2.1803695489250283,5.386869421779831
compar,1.535840240325314,1.491614418458335,4.009474691134076
comparison,0.0,0.0,2.5
compart,0.0,0.0,7.5
compat,0.0,0.0,10.0
compel,5.678873587267573,0.0,2.095903274289385
compens,0.0,3.054750901711627,3.6204807592266683
compet,6.314626568256669,1.0479516371446924,1.4060654216667736
competit,0.0,5.678873587267573,2.095903274289385
complain,1.1073093649624544,1.6609640474436815,4.899079389427794
complaint,0.0,0.0,7.5
complement,0.0,0.0,2.5
complet,2.38812282975415,1.4370773479199155,2.6344435116619516
complex,0.0,3.321928094887363,3.321928094887363
compli,0.0,0.0,2.5
compliant,0.0,0.0,2.5
complic,1.9535700439406751,1.9535700439406751,2.4097933153777453
compliment,0.0,0.0,10.0
complimentari,0.0,0.0,2.5
compos,0.0,0.0,2.5
comprabl,10.0,0.0,0.0
comprehens,0.0,0.0,2.5
compress,4.742632390555292,0.0,2.4097933153777453
compromis,0.0,0.0,5.0
compuls,0.0,0.0,2.5
con,0.0,0.0,5.0
conatct,0.0,0.0,2.5
conatin,0.0,10.0,0.0
conaus,0.0,0.0,2.5
conceal,0.0,0.0,2.5
conced,0.0,0.0,5.0
conceiv,0.0,0.0,2.5
concentr,0.0,0.0,5.0
concern,1.6248961310502152,1.0911623018071637,5.094382474196232
concert,0.0,0.0,7.5
conclud,0.0,3.321928094887363,3.321928094887363
concret,0.0,10.0,0.0
concur,0.0,0.0,5.0
condens,3.321928094887363,0.0,3.321928094887363
condit,0.0,4.1145820804822515,2.717562737549928
confess,0.0,0.0,2.5
confid,0.0,0.0,12.5
configur,0.0,0.0,17.5
configurationpro,0.0,0.0,2.5
confin,0.0,0.0,5.0
confirm,0.0,4.1145820804822515,2.717562737549928
conform,0.0,0.0,2.5
confort,0.0,0.0,2.5
confus,0.0,1.7420653825330148,7.423983573584705
conga,0.0,0.0,2.5
conjur,0.0,0.0,2.5
connect,0.9227801451073812,1.6486401806163138,5.751807958119755
connector,0.0,0.0,2.5
connoisseur,0.0,0.0,2.5
conscious,0.0,0.0,5.0
conserv,0.0,5.678873587267573,2.095903274289385
consid,1.3331155435207356,1.8543615534714748,3.662986595046085
consider,0.0,4.742632390555292,2.4097933153777453
considerng,0.0,0.0,2.5
consist,1.0227839387232256,2.6619559702796276,3.0815587699515854
consol,0.0,0.0,2.5
conspicu,45.0,0.0,0.0
constant,1.9862938042850946,1.9862938042850946,2.3319994094482235
constru,0.0,0.0,2.5
construct,2.1368531565773794,0.0,5.532926987643234
constuct,0.0,0.0,2.5
consult,0.0,0.0,5.0
consum,0.0,0.0,5.0
contact,2.978033117136071,1.2301433994512887,2.4097933153777453
contain,0.0,2.095903274289385,5.678873587267573
contamin,0.0,20.0,0.0
contempl,0.0,0.0,7.5
content,0.0,0.0,2.5
contextu,0.0,0.0,2.5
continu,2.6041379755172156,1.5088467494420437,2.313160742623644
contrari,0.0,0.0,5.0
contribut,0.0,0.0,5.0
control,0.0,2.0648365305030465,5.795556696855086
conveni,0.0,1.1832946624549385,14.937236057436325
convent,0.0,0.0,25.0
convers,0.0,0.0,7.5
convert,0.0,1.6609640474436815,8.003922779651097
convey,0.0,0.0,5.0
convinc,2.095903274289385,1.285097208938469,3.321928094887363
cook,0.0,0.0,2.5
cool,2.008815269666716,1.3691531760701179,3.285046043875621
coolest,0.0,0.0,2.5
copi,0.0,0.0,2.5
copyright,0.0,0.0,2.5
cord,0.0,20.0,0.0
cordless,0.0,0.0,2.5
cordoba,0.0,0.0,2.5
core,0.0,0.0,2.5
cork,0.0,0.0,2.5
corner,0.0,10.0,0.0
corpor,0.0,0.0,2.5
correct,0.7966397701969123,2.8394367936337863,3.321928094887363
correspond,0.0,0.0,5.0
corrod,0.0,0.0,27.5
cosmet,0.0,0.0,10.0
cost,1.6134529492945238,2.1510612984733104,2.633552805135186
costlier,0.0,0.0,2.5
cough,0.0,10.318851158516171,1.4306765580733931
couldnt,0.0,0.0,5.0
count,0.0,0.0,25.0
counterweight,0.0,0.0,2.5
countless,0.0,0.0,7.5
countor,0.0,0.0,2.5
coupl,3.407423698026852,1.1726286859981785,2.1985518314558727
courteous,0.0,0.0,2.5
cousin,0.0,0.0,2.5
cover,1.9064108424818162,2.0310291647412764,2.375266937820885
covet,0.0,0.0,5.0
cozi,0.0,0.0,2.5
cr,10.0,0.0,0.0
crack,2.3475901497877913,0.0,4.899079389427794
crackl,0.0,19.549378059091087,1.0479516371446924
cradl,0.0,0.0,10.0
craft,0.0,0.0,5.0
craftsmanship,0.0,0.0,5.0
cram,0.0,0.0,5.0
cramp,0.0,0.0,7.5
crank,0.8666901691963297,2.6619559702796276,3.407423698026852
crap,5.678873587267573,0.0,2.095903274289385
crapi,0.0,0.0,2.5
crappi,4.1145820804822515,0.0,2.717562737549928
crapwar,0.0,10.0,0.0
crash,0.0,0.0,2.5
crate,0.0,0.0,2.5
crazi,1.5913711273047662,3.054750901711627,1.8815421796317378
creak,20.0,0.0,0.0
cream,0.0,0.0,2.5
creami,0.0,0.0,2.5
creamier,10.0,0.0,0.0
creat,1.6609640474436815,2.095903274289385,2.6301168673979136
creativ,2.3858985318574284,2.3858985318574284,1.6044944060210176
creep,0.0,0.0,2.5
crescent,52.5,0.0,0.0
cri,0.0,0.0,2.5
cricial,0.0,0.0,2.5
crisp,0.0,2.095903274289385,5.678873587267573
crisper,28.766956540068726,0.0,0.8977117175026231
criss,0.0,0.0,2.5
criteria,0.0,0.0,2.5
critic,0.0,4.1145820804822515,2.717562737549928
crook,0.0,0.0,2.5
cross,0.0,3.321928094887363,3.321928094887363
crowd,0.0,0.0,10.0
cruis,0.0,0.0,2.5
crumbl,0.0,0.0,7.5
crunch,0.0,0.0,7.5
crunchi,0.0,2.8394367936337863,3.9173823267621817
crush,0.0,4.1145820804822515,2.717562737549928
crybabi,0.0,20.0,0.0
crystal,0.0,10.0,0.0
ct,0.0,0.0,2.5
cube,0.0,0.0,2.5
cumbersom,0.0,10.318851158516171,1.4306765580733931
cure,0.0,10.0,0.0
curious,4.1145820804822515,0.0,2.717562737549928
curl,0.0,0.0,2.5
current,1.1943539984181593,1.5124441405783884,5.094382474196232
curtain,0.0,10.0,0.0
curv,0.0,0.0,10.0
cushin,0.0,0.0,2.5
cushion,0.0,0.0,2.5
custom,0.0,3.054750901711627,3.6204807592266683
customiz,0.0,0.0,2.5
cut,1.6497895838816974,2.0084158220682564,2.7629589178144744
cute,0.0,0.0,12.5
cutter,0.0,0.0,2.5
cymbal,0.0,0.0,22.5
da,0.0,0.0,2.5
dab,0.0,10.0,0.0
dabbl,0.0,0.0,2.5
daddario,0.0,0.0,2.5
daili,0.0,0.0,35.0
daisi,0.0,0.0,5.0
daisychain,0.0,0.0,2.5
damag,2.3653881696150787,1.3331155435207356,2.8394367936337863
damn,5.678873587267573,0.0,2.095903274289385
damp,0.0,3.321928094887363,3.321928094887363
dampen,0.0,2.2761793375349226,5.094382474196232
dan,0.0,20.0,0.0
danc,0.0,0.0,2.5
dandi,0.0,0.0,2.5
danelecto,0.0,0.0,2.5
danelectr,0.0,0.0,2.5
danelectro,1.7420653825330148,1.142777130968,4.507575551943847
dang,0.0,7.230516925979993,1.7721967586109773
danger,0.0,10.0,0.0
dangl,4.1145820804822515,0.0,2.717562737549928
dano,0.0,10.0,0.0
danoelectro,0.0,0.0,2.5
dark,2.6619559702796276,0.0,4.212993519393615
darken,0.0,0.0,2.5
darker,0.0,0.0,15.0
darn,0.0,0.0,20.0
daunt,0.0,0.0,5.0
dava,0.0,0.0,7.5
dave,10.0,0.0,0.0
david,10.0,0.0,0.0
daw,0.0,5.678873587267573,2.095903274289385
dawg,0.0,0.0,2.5
db,0.0,4.742632390555292,2.4097933153777453
dbu,0.0,0.0,2.5
dc,0.0,3.321928094887363,3.321928094887363
dcv,0.0,0.0,2.5
de,0.0,0.0,5.0
dead,1.453541992508055,1.453541992508055,4.360399754477946
deaden,0.0,0.0,7.5
deal,2.426121873004559,1.1244777752946047,3.171880042295375
dealer,0.0,10.318851158516171,1.4306765580733931
dean,0.0,0.0,17.5
death,0.0,0.0,2.5
debat,0.0,0.0,5.0
debut,0.0,0.0,2.5
dec,0.0,0.0,2.5
decay,0.0,10.318851158516171,1.4306765580733931
decca,0.0,0.0,2.5
decemb,0.0,0.0,2.5
decent,2.1657822860809035,2.196388702323919,1.934424112487334
decentclass,10.0,0.0,0.0
decept,0.0,0.0,2.5
decid,3.5609161165707097,0.9087847765801117,2.4912771618417784
declin,0.0,10.0,0.0
decod,0.0,0.0,2.5
decor,0.0,0.0,2.5
dedic,4.2356873915964925,1.6998947737393464,1.2620021300743383
deduc,0.0,0.0,2.5
deduct,0.0,0.0,2.5
dee,0.0,0.0,2.5
deem,0.0,0.0,2.5
deep,0.8977117175026231,1.9535700439406751,4.742632390555292
deepen,0.0,0.0,2.5
deeper,0.0,2.51294159473206,4.507575551943847
deepli,0.0,0.0,5.0
deer,0.0,0.0,5.0
def,0.0,0.0,2.5
defeat,0.0,0.0,2.5
defect,32.366453318504874,0.7762922369334521,0.5664772592383669
defiant,0.0,0.0,2.5
defin,0.0,0.0,30.0
definet,0.0,0.0,7.5
definit,1.4410680003348044,1.6563060599864252,3.835620484712149
definitet,0.0,0.0,2.5
defint,0.0,0.0,2.5
deform,20.0,0.0,0.0
deg,20.0,0.0,0.0
degrad,0.0,4.1145820804822515,2.717562737549928
degre,4.507575551943847,1.560115808209267,1.305624850998588
delay,0.0,3.321928094887363,3.321928094887363
delic,0.0,0.0,2.5
delici,0.0,0.0,5.0
delight,0.0,5.678873587267573,2.095903274289385
deliv,0.0,0.0,90.0
delta,0.0,0.0,2.5
delux,0.0,0.0,17.5
demand,0.0,10.318851158516171,1.4306765580733931
demo,0.0,10.0,0.0
demon,0.0,0.0,2.5
demonstr,0.0,0.0,7.5
deni,0.0,0.0,2.5
dens,0.0,0.0,7.5
dent,1.4777736715355747,2.6619559702796276,2.305977577770878
depend,1.5637546950268675,2.0784662703900136,2.8075277410795847
deploy,0.0,0.0,2.5
depress,0.0,0.0,17.5
dept,0.0,0.0,2.5
depth,0.0,0.0,5.0
deriv,0.0,0.0,5.0
descent,0.0,0.0,2.5
describ,2.359181946750411,1.8593612780962288,2.095903274289385
desern,0.0,0.0,2.5
deserv,0.0,2.095903274289385,5.678873587267573
design,1.9611159033708805,1.1943539984181593,3.798794064681797
designedquick,0.0,0.0,2.5
desir,0.0,3.5392393166248803,3.12173046672301
desk,0.0,0.0,5.0
deskadjust,0.0,0.0,2.5
desktop,0.0,0.0,12.5
desper,0.0,0.0,2.5
destin,0.0,0.0,2.5
destroy,3.054750901711627,1.5913711273047662,1.8815421796317378
destroyerto,0.0,0.0,2.5
destruct,0.0,10.0,0.0
detach,0.0,0.0,15.0
detail,3.321928094887363,0.0,3.321928094887363
detect,2.3858985318574284,0.0,4.801322650839046
detent,0.0,0.0,2.5
deterior,0.0,0.0,7.5
determin,0.0,0.0,10.0
detract,0.0,10.318851158516171,1.4306765580733931
detriment,0.0,10.0,0.0
detun,0.0,0.0,7.5
develop,0.0,3.5392393166248803,3.12173046672301
devic,0.0,0.0,2.5
devill,0.0,0.0,7.5
devot,0.0,0.0,2.5
dhave,0.0,0.0,2.5
di,0.0,0.0,7.5
diagnos,0.0,0.0,2.5
diagon,0.0,0.0,10.0
diagram,0.0,0.0,2.5
dial,0.0,1.0759410770890674,18.396670446668015
diamet,0.0,0.0,10.0
diaphragm,0.0,0.0,2.5
diaton,0.0,0.0,5.0
dice,0.0,0.0,2.5
dick,0.0,0.0,2.5
did,1.7405526324174883,1.6733727800784206,3.1465921905314684
didd,0.0,0.0,2.5
didn,0.0,0.0,2.5
didnt,0.0,0.0,12.5
didtl,0.0,0.0,2.5
die,0.0,1.388581658628238,10.896762903258734
dif,0.0,0.0,2.5
difer,0.0,10.0,0.0
differ,2.092279154148814,1.3206586782690843,3.250066836858838
differenti,0.0,0.0,2.5
difficult,1.6898741742959826,2.8676138590088147,1.8914021605427802
diffus,0.0,0.0,2.5
dig,1.2301433994512887,1.9535700439406751,3.719611071037446
digit,0.8785009484831439,2.77660969060863,3.236257210004933
digitech,0.0,0.0,22.5
dilig,0.0,10.318851158516171,1.4306765580733931
dim,10.318851158516171,0.0,1.4306765580733931
dimarzio,0.0,10.318851158516171,1.4306765580733931
dime,0.0,10.318851158516171,1.4306765580733931
dimebag,0.0,10.0,0.0
dimension,0.0,10.0,0.0
diminish,0.0,0.0,2.5
ding,0.0,0.0,2.5
dinosaur,10.0,0.0,0.0
direct,1.1623338645535959,2.6094892646758554,2.869813941784957
dirt,0.0,0.0,7.5
dirtbox,0.0,0.0,2.5
dirti,1.4306765580733931,0.0,10.318851158516171
dirtier,0.0,0.0,2.5
disabl,0.0,0.0,5.0
disagre,2.8394367936337863,2.8394367936337863,1.0479516371446924
disapoint,13.206425930125748,1.25647079736603,0.0
disappear,0.0,2.095903274289385,5.678873587267573
disappoint,2.0848379294421737,2.051953745602362,2.1520351025092115
discard,0.0,0.0,2.5
discern,0.0,2.51294159473206,4.507575551943847
discharg,45.0,0.0,0.0
discolor,0.0,0.0,5.0
disconcert,0.0,0.0,2.5
disconnect,0.0,0.0,20.0
discontinu,0.0,0.0,12.5
discourag,0.0,0.0,2.5
discov,1.453541992508055,1.011117626881546,6.261707715779571
discreet,0.0,0.0,2.5
discret,10.0,0.0,0.0
discuss,0.0,0.0,2.5
disengag,0.0,0.0,17.5
dish,0.0,10.0,0.0
dishwash,0.0,0.0,2.5
disintegr,0.0,0.0,2.5
dislik,0.0,0.0,7.5
dislodg,0.0,0.0,2.5
dismantl,0.0,10.318851158516171,1.4306765580733931
dismay,0.0,0.0,2.5
dismiss,0.0,19.549378059091087,1.0479516371446924
disonnect,0.0,0.0,2.5
dispens,0.0,0.0,5.0
display,14.277990584728533,0.0,1.2091901090297086
displeas,0.0,0.0,5.0
dispos,0.0,0.0,7.5
disprov,0.0,0.0,2.5
disqppoint,0.0,0.0,2.5
disregard,0.0,0.0,2.5
dissapoint,0.0,0.0,10.0
dissappoint,0.0,0.0,2.5
dissatisfi,0.0,0.0,7.5
dissect,0.0,0.0,2.5
dissip,0.0,10.318851158516171,1.4306765580733931
dissolv,0.0,0.0,5.0
dissuad,0.0,10.0,0.0
distanc,0.0,0.0,2.5
distil,4.827990927155451,0.0,2.375266937820885
distinct,2.095903274289385,2.095903274289385,2.095903274289385
distinguish,0.0,0.0,5.0
distort,1.797583146976218,2.095903274289385,2.437986966796919
distract,0.0,0.0,5.0
distribut,2.8394367936337863,2.8394367936337863,1.0479516371446924
disturb,0.0,4.1145820804822515,2.717562737549928
ditch,0.0,0.0,2.5
dive,0.0,0.0,10.0
divers,4.1145820804822515,0.0,2.717562737549928
divid,0.0,0.0,2.5
divin,0.0,0.0,2.5
dj,0.0,0.0,20.0
djing,0.0,0.0,2.5
dmk,0.0,0.0,2.5
dna,0.0,10.0,0.0
do,1.6924107182729602,1.6255283208652083,3.330749937676377
doc,0.0,5.678873587267573,2.095903274289385
doctor,0.0,0.0,5.0
dod,0.0,0.0,5.0
doe,1.8999533785797018,1.6182738656478477,2.976470779984407
doesnt,0.0,0.0,12.5
dog,0.0,0.0,2.5
doit,0.0,0.0,2.5
domin,0.0,0.0,5.0
don,0.0,19.549378059091087,1.0479516371446924
dond,0.0,0.0,2.5
done,1.4076587155480556,1.7080564922595385,3.798794064681797
dont,0.8304820237218408,3.321928094887363,2.785345075685467
doo,0.0,0.0,2.5
door,0.0,0.0,2.5
dope,0.0,0.0,2.5
dos,0.0,0.0,2.5
dose,0.0,0.0,2.5
dot,0.0,0.0,2.5
doubl,0.0,1.4614610937228045,9.933429939036653
doubt,7.230516925979993,0.0,1.7721967586109773
dous,0.0,0.0,2.5
down,2.82696423706257,1.1832946624549385,2.6130125162064073
downgrad,0.0,0.0,2.5
download,0.0,2.2761793375349226,5.094382474196232
downright,10.0,0.0,0.0
downsid,0.0,0.0,5.0
downtown,0.0,0.0,2.5
downward,0.0,0.0,2.5
dps,0.0,0.0,7.5
dr,0.0,2.51294159473206,4.507575551943847
drag,0.0,0.0,15.0
drain,0.0,3.321928094887363,3.321928094887363
dramat,0.0,1.6609640474436815,8.003922779651097
dramtic,0.0,0.0,2.5
drastic,0.0,2.095903274289385,5.678873587267573
draw,6.610797698940938,0.0,1.8815421796317378
drawback,0.0,0.0,5.0
drawn,0.0,0.0,2.5
dread,0.0,0.0,5.0
dreadknot,0.0,0.0,2.5
dreadnaught,0.0,0.0,5.0
dreadnought,0.0,0.0,5.0
dream,0.0,0.0,7.5
dremel,0.0,0.0,2.5
dress,0.0,0.0,7.5
drew,0.0,0.0,2.5
dri,3.142697108808896,0.8281575396647133,2.943447265207074
drier,0.0,0.0,2.5
drill,1.152389677807237,1.445774564637641,5.562124900450233
drink,0.0,0.0,7.5
drip,8.63592482853565,0.9345463662610467,1.2091901090297086
drive,0.0,1.4777736715355747,9.740670059931523
driven,0.0,5.678873587267573,2.095903274289385
driver,0.0,0.0,7.5
droop,0.0,10.0,0.0
drop,1.0759410770890674,1.4132873795144072,6.116128207694194
drope,0.0,0.0,2.5
drove,0.0,0.0,2.5
drown,0.0,0.0,7.5
drum,0.0,1.285097208938469,12.62925313651334
drummer,0.0,0.0,5.0
drumset,0.0,0.0,2.5
dryer,0.0,0.0,2.5
dryness,0.0,0.0,2.5
drywal,0.0,0.0,5.0
ds,10.318851158516171,0.0,1.4306765580733931
dt,0.0,0.0,2.5
dual,1.6609640474436815,1.6609640474436815,3.321928094887363
dub,0.0,0.0,5.0
dubious,0.0,0.0,2.5
duck,0.0,0.0,2.5
dud,2.8394367936337863,2.8394367936337863,1.0479516371446924
due,0.9227801451073812,2.9127424689620236,2.9979683923241396
duel,0.0,0.0,2.5
duet,0.0,0.0,2.5
duh,0.0,10.0,0.0
dull,1.8380053935977752,1.1832946624549385,4.1145820804822515
dumb,4.742632390555292,1.9535700439406751,0.8977117175026231
dump,0.0,0.0,7.5
duncan,0.0,3.321928094887363,3.321928094887363
dunlap,0.0,0.0,2.5
dunlop,2.0310291647412764,1.7879236136423848,2.528756972014171
dunno,0.0,10.0,0.0
durabilityth,0.0,0.0,2.5
durabl,0.768621786840241,1.4306765580733931,8.003922779651097
duracel,0.0,10.0,0.0
durn,0.0,10.0,0.0
dust,1.8380053935977752,1.8380053935977752,2.717562737549928
dvd,0.0,0.0,2.5
dynam,1.9679016023841334,0.861053514541099,4.827990927155451
ea,0.0,0.0,7.5
ear,0.0,1.5913711273047662,8.58328067894192
earli,0.0,1.530895350152348,9.162168319362612
earlier,0.0,0.0,32.5
earliest,0.0,0.0,2.5
earn,0.0,3.321928094887363,3.321928094887363
earnest,0.0,10.0,0.0
earni,0.0,0.0,5.0
earthi,0.0,0.0,2.5
eas,0.0,0.0,7.5
eash,0.0,0.0,2.5
easi,0.8225701027911688,1.5679497435163625,6.6922619312670335
easier,0.0,1.5702972679322118,8.776290847640777
easiest,0.0,2.095903274289385,5.678873587267573
easili,1.4193699400138176,1.5050704271709272,4.308268222550299
easilli,0.0,0.0,5.0
easilydiscov,0.0,0.0,2.5
easli,0.0,0.0,2.5
easyt,0.0,0.0,2.5
eat,0.0,1.5913711273047662,8.58328067894192
eaten,0.0,0.0,2.5
eb,0.0,10.0,0.0
ebay,10.0,0.0,0.0
eboni,0.0,0.0,5.0
ebow,0.0,0.0,7.5
echo,0.0,4.1145820804822515,2.717562737549928
econom,0.0,0.0,27.5
ecstat,0.0,0.0,2.5
ed,0.0,0.0,2.5
eddi,52.5,0.0,0.0
edg,0.0,0.0,10.0
edgi,0.0,5.678873587267573,2.095903274289385
edit,0.0,3.054750901711627,3.6204807592266683
educ,0.0,0.0,7.5
eff,0.0,0.0,2.5
effect,2.6301168673979136,0.0,4.271985235273362
effici,0.0,1.9535700439406751,6.261707715779571
effortless,13.206425930125748,0.0,1.25647079736603
eh,0.0,0.0,2.5
ehx,0.0,0.0,2.5
eighth,0.0,0.0,10.0
either,2.2109333391015227,0.0,5.289431441108701
ej,0.0,0.0,2.5
eject,0.0,0.0,2.5
eko,10.318851158516171,0.0,1.4306765580733931
el,0.0,0.0,2.5
elabor,0.0,0.0,2.5
elast,0.0,2.095903274289385,5.678873587267573
elbow,0.0,0.0,5.0
elec,0.0,0.0,2.5
elect,0.0,0.0,5.0
electr,1.3427730369196542,1.7585935207259533,3.851526570091436
electret,0.0,0.0,5.0
electrician,0.0,0.0,2.5
electrifi,0.0,0.0,5.0
electro,0.0,0.0,15.0
electromagnet,0.0,0.0,2.5
electron,0.0,2.1803695489250283,5.386869421779831
electrostat,42.58745019433658,0.0,0.7820114830995407
eleg,25.31098257513334,0.0,0.9427755595944493
elementari,0.0,0.0,2.5
eleph,0.0,0.0,2.5
elev,0.0,0.0,5.0
eleven,0.0,0.0,2.5
elig,0.0,0.0,7.5
elimi,0.0,0.0,2.5
elimin,2.132180866274717,1.55016018346584,2.7582552030875207
elix,0.0,0.0,5.0
elixir,1.1491495435114063,1.7569172667873063,4.442191028651363
elixirstr,0.0,0.0,5.0
ellipt,0.0,10.0,0.0
elmer,0.0,0.0,2.5
elong,0.0,0.0,2.5
els,2.0699150297679565,1.6884587943322635,2.621900529171286
elsewher,2.2267126053229522,2.8394367936337863,1.4306765580733931
elus,0.0,0.0,2.5
em,0.0,1.5913711273047662,8.58328067894192
email,0.0,10.318851158516171,1.4306765580733931
embarrass,0.0,0.0,2.5
embodi,52.5,0.0,0.0
emboss,0.0,0.0,2.5
emg,0.0,0.0,2.5
emot,0.0,0.0,2.5
emphas,0.0,19.549378059091087,1.0479516371446924
empir,0.0,0.0,2.5
employ,9.393611305432481,1.316364786255445,0.7343611355735556
empti,42.58745019433658,0.0,0.7820114830995407
emul,0.0,0.0,2.5
enabl,0.0,4.1145820804822515,2.717562737549928
encas,0.0,0.0,7.5
enclos,0.0,0.0,5.0
encor,0.0,0.0,2.5
encorpor,0.0,0.0,2.5
encount,5.912178172468115,0.0,2.0351606821375086
encourag,0.0,5.678873587267573,2.095903274289385
end,2.183271147286967,1.5423529876357693,2.705580782335366
endless,0.0,0.0,25.0
endors,0.0,0.0,2.5
endur,0.0,0.0,5.0
energet,0.0,0.0,2.5
engag,1.8380053935977752,1.1832946624549385,4.1145820804822515
engin,0.0,0.0,5.0
engl,0.0,10.0,0.0
english,0.0,0.0,2.5
enhanc,0.0,0.0,45.0
enjoy,1.0479516371446924,0.0,19.549378059091087
enlarg,0.0,0.0,20.0
enorm,0.0,0.0,5.0
enough,2.0723863685392154,1.3297015676310429,3.2632363563624054
enought,10.0,0.0,0.0
ensembl,0.0,0.0,7.5
ensur,0.0,4.1145820804822515,2.717562737549928
enter,0.0,0.0,12.5
enthusiast,0.0,0.0,2.5
entic,0.0,10.0,0.0
entir,0.8725028695491561,2.2363458328106818,4.1145820804822515
entitl,10.0,0.0,0.0
entri,0.0,0.0,2.5
envelop,0.0,0.0,5.0
environment,0.0,0.0,12.5
epi,0.0,3.321928094887363,3.321928094887363
epiphon,0.0,0.0,7.5
epoxi,0.0,0.0,2.5
eq,0.0,1.997593496840355,6.0675838318038835
eqe,0.0,0.0,2.5
equal,0.0,3.447864361092018,3.2019364689443974
equip,0.0,0.0,20.0
equipt,0.0,0.0,2.5
equival,0.0,2.51294159473206,4.507575551943847
erect,0.0,0.0,2.5
ergo,0.0,10.0,0.0
ergonom,1.9535700439406751,4.742632390555292,0.8977117175026231
ergonomicth,0.0,0.0,2.5
eric,0.0,19.549378059091087,1.0479516371446924
erm,0.0,0.0,2.5
erni,1.8041188445325964,0.9695479867189053,4.947930663909748
erron,0.0,0.0,2.5
es,0.0,0.0,5.0
escap,0.0,0.0,2.5
esp,0.0,0.0,5.0
especi,1.5669473800519926,1.5452645870518762,3.789003803217936
essenti,2.2363458328106818,2.941625832534105,1.3676996356756745
establish,0.0,0.0,10.0
estim,0.0,0.0,12.5
etc,0.9695479867189053,1.8041188445325964,4.947930663909748
ether,0.0,0.0,2.5
euro,0.0,0.0,2.5
eurol,0.0,0.0,2.5
european,0.0,0.0,2.5
evalu,0.0,0.0,5.0
evapor,0.0,0.0,7.5
eve,0.0,0.0,2.5
even,1.6880781297506275,1.733351723606315,3.1324554289705344
eventu,1.9124892893931982,2.51294159473206,1.9124892893931982
ever,1.2592248359649674,1.4701644745218336,4.992518843152216
everlast,0.0,0.0,2.5
everth,0.0,0.0,2.5
everybodi,0.0,0.0,2.5
everyday,0.0,4.742632390555292,2.4097933153777453
everytim,0.0,0.0,5.0
everytin,0.0,0.0,2.5
everywher,0.0,0.0,30.0
evid,0.0,0.0,2.5
evo,0.0,0.0,2.5
evok,0.0,0.0,2.5
ex,0.0,0.0,2.5
exacerb,0.0,0.0,2.5
exact,0.7476863250660766,1.3598055380864458,8.814886940036764
examin,0.0,10.0,0.0
exceed,0.0,0.0,45.0
excel,0.8243514572527694,1.0964373323506236,11.346090060764688
except,0.0,1.6609640474436815,8.003922779651097
excess,0.0,4.507575551943847,2.51294159473206
exchang,0.0,10.318851158516171,1.4306765580733931
excit,0.0,2.095903274289385,5.678873587267573
exclud,0.0,0.0,2.5
exclus,3.054750901711627,1.5913711273047662,1.8815421796317378
excruci,0.0,0.0,2.5
execpt,0.0,0.0,2.5
execut,0.0,0.0,5.0
exert,0.0,10.318851158516171,1.4306765580733931
exhaust,0.0,10.318851158516171,1.4306765580733931
exhibit,0.0,0.0,2.5
exist,0.0,2.6619559702796276,4.212993519393615
exit,0.0,0.0,5.0
exp,0.0,0.0,17.5
expand,0.0,2.095903274289385,5.678873587267573
expect,1.4881588836338153,1.636621476903911,3.7624937014312305
expecteda,0.0,0.0,2.5
expectedalbeit,0.0,0.0,2.5
expens,0.8258638317777985,1.4306765580733931,7.594622199177927
expensivemonst,0.0,0.0,2.5
expensiveon,0.0,0.0,2.5
exper,0.0,10.318851158516171,1.4306765580733931
experi,1.25647079736603,2.020814299663648,3.5211682165513474
experienc,0.0,3.054750901711627,3.6204807592266683
experiment,20.0,0.0,0.0
explain,2.2761793375349226,2.2761793375349226,1.7721967586109773
explicit,0.0,10.0,0.0
explor,0.0,0.0,7.5
expos,0.0,0.0,12.5
expound,0.0,0.0,5.0
express,0.0,0.0,7.5
exquisit,0.0,0.0,2.5
exspect,0.0,0.0,2.5
extend,2.2289948153838415,1.152389677807237,3.40447834090425
extens,0.0,0.0,10.0
exterior,0.0,0.0,5.0
extern,0.0,0.0,42.5
extol,0.0,0.0,2.5
extra,0.8018252011963374,1.92250059087767,5.186803975526512
extran,0.0,0.0,10.0
extream,0.0,0.0,2.5
extrem,1.2926516509792803,1.2926516509792803,5.605913607195318
extrud,0.0,0.0,2.5
exud,0.0,0.0,2.5
eye,0.0,0.0,2.5
ez,0.0,0.0,15.0
ezdrumm,0.0,0.0,5.0
ezx,0.0,0.0,2.5
fab,0.0,1.4306765580733931,10.318851158516171
fabric,0.0,5.678873587267573,2.095903274289385
